club,coHo,league,seasonStart,seasonEnd,season,wages
Hull,NA,ENG,2000,2001,20002001,NA
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2001,2002,20012002,3891734
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2002,2003,20022003,3395350
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2003,2004,20032004,3878545
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2004,2005,20042005,4699290
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2005,2006,20052006,5868225
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2006,2007,20062007,6940245
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2007,2008,20072008,13963792
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2008,2009,20082009,33597904
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2009,2010,20092010,38251549
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2010,2011,20102011,21208560
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2011,2012,20112012,19005220
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2012,2013,20122013,25894221
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2013,2014,20132014,43322596
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2014,2015,20142015,55611076
Hull,https://beta.companieshouse.gov.uk/company/04032392/filing-history,ENG,2015,2016,20152016,30009490
Wolves,NA,ENG,1992,1993,19921993,NA
Wolves,NA,ENG,1993,1994,19931994,NA
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,1994,1995,19941995,5145233
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,1995,1996,19951996,6189067
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,1996,1997,19961997,7191281
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,1997,1998,19971998,7921986
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,1998,1999,19981999,7927526
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,1999,2000,19992000,7873398
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2000,2001,20002001,8734179
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2001,2002,20012002,11432774
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2002,2003,20022003,15211108
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2003,2004,20032004,19278845
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2004,2005,20042005,14327707
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2005,2006,20052006,15333849
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2006,2007,20062007,11663893
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2007,2008,20072008,13859735
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2008,2009,20082009,16746980
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2009,2010,20092010,29800808
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2010,2011,20102011,37915e3
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2011,2012,20112012,38339e3
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2012,2013,20122013,31116e3
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2013,2014,20132014,20464e3
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2014,2015,20142015,17657e3
Wolves,https://beta.companieshouse.gov.uk/company/01989823/filing-history,ENG,2015,2016,20152016,1824e4
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1992,1993,19921993,2975016
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1993,1994,19931994,3145848
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1994,1995,19941995,3145306
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1995,1996,19951996,3910400
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1996,1997,19961997,4381147
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1997,1998,19971998,7698824
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1998,1999,19981999,7578e3
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,1999,2000,19992000,6122e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2000,2001,20002001,6838e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2001,2002,20012002,7143e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2002,2003,20022003,8214e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2003,2004,20032004,8155e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2004,2005,20042005,8743e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2005,2006,20052006,15156e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2006,2007,20062007,22421e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2007,2008,20072008,24988e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2008,2009,20082009,24867e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2009,2010,20092010,19409e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2010,2011,20102011,17794e3
Sheff United,https://beta.companieshouse.gov.uk/company/00396956/filing-history,ENG,2011,2012,20112012,12744e3
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,2012,2013,20122013,9971e3
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,2013,2014,20132014,8431797
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,2014,2015,20142015,9659284
Sheff United,https://beta.companieshouse.gov.uk/company/00061564/filing-history,ENG,2015,2016,20152016,11348160
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1992,1993,19921993,NA
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1993,1994,19931994,2177084
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1994,1995,19941995,2228046
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1995,1996,19951996,2578254
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1996,1997,19961997,2423215
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1997,1998,19971998,3357799
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1998,1999,19981999,5226103
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,1999,2000,19992000,8361058
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2000,2001,20002001,9746420
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2001,2002,20012002,15558144
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2002,2003,20022003,11335286
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2003,2004,20032004,7101248
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2004,2005,20042005,6094692
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2005,2006,20052006,9410770
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2006,2007,20062007,17097e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2007,2008,20072008,17167e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2008,2009,20082009,14997e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2009,2010,20092010,10876e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2010,2011,20102011,9318e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2011,2012,20112012,1035e4
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2012,2013,20122013,12825e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2013,2014,20132014,11896e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2014,2015,20142015,20689e3
Watford,https://beta.companieshouse.gov.uk/company/00104194/filing-history,ENG,2015,2016,20152016,579e5
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1992,1993,19921993,NA
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1993,1994,19931994,1637867
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1994,1995,19941995,1980506
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1995,1996,19951996,3079422
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1996,1997,19961997,3034871
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1997,1998,19971998,3849751
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1998,1999,19981999,5328608
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,1999,2000,19992000,5368785
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2000,2001,20002001,5795152
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2001,2002,20012002,6504494
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2002,2003,20022003,7049863
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2003,2004,20032004,7536819
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2004,2005,20042005,9200866
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2005,2006,20052006,12477726
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2006,2007,20062007,28062562
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2007,2008,20072008,31094381
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2008,2009,20082009,25517404
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2009,2010,20092010,18124214
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2010,2011,20102011,18265995
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2011,2012,20112012,26551113
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2012,2013,20122013,46171340
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2013,2014,20132014,34548171
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2014,2015,20142015,33336809
Reading,https://beta.companieshouse.gov.uk/company/00053703/filing-history,ENG,2015,2016,20152016,30761382
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1992,1993,19921993,988602
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1993,1994,19931994,1268620
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1994,1995,19941995,1340720
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1995,1996,19951996,1336445
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1996,1997,19961997,1700482
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1997,1998,19971998,2108238
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1998,1999,19981999,2784e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,1999,2000,19992000,4279e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2000,2001,20002001,6114e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2001,2002,20012002,7544e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2002,2003,20022003,7652e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2003,2004,20032004,5409e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2004,2005,20042005,4974e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2005,2006,20052006,6353e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2006,2007,20062007,7109e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2007,2008,20072008,9763e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2008,2009,20082009,13427e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2009,2010,20092010,22372e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2010,2011,20102011,19392e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2011,2012,20112012,16988e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2012,2013,20122013,15369e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2013,2014,20132014,15458e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2014,2015,20142015,21525e3
Burnley,https://beta.companieshouse.gov.uk/company/00054222/filing-history,ENG,2015,2016,20152016,29395e3
Oldham,NA,ENG,1992,1993,19921993,NA
Oldham,NA,ENG,1993,1994,19931994,NA
Oldham,NA,ENG,1994,1995,19941995,NA
Oldham,NA,ENG,1995,1996,19951996,NA
Oldham,NA,ENG,1996,1997,19961997,NA
Oldham,NA,ENG,1997,1998,19971998,NA
Oldham,NA,ENG,1998,1999,19981999,NA
Oldham,NA,ENG,1999,2000,19992000,NA
Oldham,NA,ENG,2000,2001,20002001,NA
Oldham,NA,ENG,2001,2002,20012002,NA
Oldham,NA,ENG,2002,2003,20022003,NA
Oldham,NA,ENG,2003,2004,20032004,NA
Oldham,NA,ENG,2004,2005,20042005,NA
Oldham,NA,ENG,2005,2006,20052006,NA
Oldham,NA,ENG,2006,2007,20062007,NA
Oldham,NA,ENG,2007,2008,20072008,NA
Oldham,NA,ENG,2008,2009,20082009,NA
Oldham,NA,ENG,2009,2010,20092010,NA
Oldham,NA,ENG,2010,2011,20102011,NA
Oldham,NA,ENG,2011,2012,20112012,NA
Oldham,NA,ENG,2012,2013,20122013,NA
Oldham,NA,ENG,2013,2014,20132014,NA
Oldham,NA,ENG,2014,2015,20142015,NA
Oldham,NA,ENG,2015,2016,20152016,NA
Bournemouth,NA,ENG,1992,1993,19921993,NA
Bournemouth,NA,ENG,1993,1994,19931994,NA
Bournemouth,NA,ENG,1994,1995,19941995,NA
Bournemouth,NA,ENG,1995,1996,19951996,NA
Bournemouth,NA,ENG,1996,1997,19961997,NA
Bournemouth,NA,ENG,1997,1998,19971998,NA
Bournemouth,NA,ENG,1998,1999,19981999,NA
Bournemouth,NA,ENG,1999,2000,19992000,NA
Bournemouth,NA,ENG,2000,2001,20002001,NA
Bournemouth,NA,ENG,2001,2002,20012002,NA
Bournemouth,NA,ENG,2002,2003,20022003,NA
Bournemouth,NA,ENG,2003,2004,20032004,NA
Bournemouth,NA,ENG,2004,2005,20042005,NA
Bournemouth,NA,ENG,2005,2006,20052006,NA
Bournemouth,NA,ENG,2006,2007,20062007,NA
Bournemouth,NA,ENG,2007,2008,20072008,NA
Bournemouth,NA,ENG,2008,2009,20082009,NA
Bournemouth,NA,ENG,2009,2010,20092010,NA
Bournemouth,NA,ENG,2010,2011,20102011,NA
Bournemouth,https://beta.companieshouse.gov.uk/company/06632170/filing-history,ENG,2011,2012,20112012,4429603
Bournemouth,https://beta.companieshouse.gov.uk/company/06632170/filing-history,ENG,2012,2013,20122013,12146752
Bournemouth,https://beta.companieshouse.gov.uk/company/06632170/filing-history,ENG,2013,2014,20132014,17347352
Bournemouth,https://beta.companieshouse.gov.uk/company/06632170/filing-history,ENG,2014,2015,20142015,30437919
Bournemouth,https://beta.companieshouse.gov.uk/company/06632170/filing-history,ENG,2015,2016,20152016,59557e3
Bradford,NA,ENG,1992,1993,19921993,NA
Bradford,NA,ENG,1993,1994,19931994,NA
Bradford,NA,ENG,1994,1995,19941995,NA
Bradford,NA,ENG,1995,1996,19951996,NA
Bradford,NA,ENG,1996,1997,19961997,NA
Bradford,NA,ENG,1997,1998,19971998,NA
Bradford,NA,ENG,1998,1999,19981999,NA
Bradford,NA,ENG,1999,2000,19992000,NA
Bradford,http://www.telegraph.co.uk/sport/football/competitions/premier-league/9514149/Graphic-Premier-League-transfer-and-wage-spending-from-the-200001-season-to-201112.html,ENG,2000,2001,20002001,144e5
Bradford,NA,ENG,2001,2002,20012002,NA
Bradford,NA,ENG,2002,2003,20022003,NA
Bradford,NA,ENG,2003,2004,20032004,NA
Bradford,NA,ENG,2004,2005,20042005,NA
Bradford,NA,ENG,2005,2006,20052006,NA
Bradford,NA,ENG,2006,2007,20062007,NA
Bradford,NA,ENG,2007,2008,20072008,NA
Bradford,NA,ENG,2008,2009,20082009,NA
Bradford,NA,ENG,2009,2010,20092010,NA
Bradford,NA,ENG,2010,2011,20102011,NA
Bradford,NA,ENG,2011,2012,20112012,NA
Bradford,NA,ENG,2012,2013,20122013,NA
Bradford,NA,ENG,2013,2014,20132014,NA
Bradford,NA,ENG,2014,2015,20142015,NA
Bradford,NA,ENG,2015,2016,20152016,NA
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1992,1993,19921993,893610
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1993,1994,19931994,1112470
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1994,1995,19941995,1647240
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1995,1996,19951996,1804849
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1996,1997,19961997,2006055
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1997,1998,19971998,2095344
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1998,1999,19981999,2203302
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,1999,2000,19992000,2208197
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2000,2001,20002001,2320093
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2001,2002,20012002,2960413
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2002,2003,20022003,2698506
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2003,2004,20032004,2483843
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2004,2005,20042005,2368186
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2005,2006,20052006,2452709
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2006,2007,20062007,3439271
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2007,2008,20072008,4826569
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2008,2009,20082009,5667384
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2009,2010,20092010,12622189
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2010,2011,20102011,24623725
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2011,2012,20112012,12350617
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2012,2013,20122013,11884968
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2013,2014,20132014,9065335
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2014,2015,20142015,8682782
Blackpool,https://beta.companieshouse.gov.uk/company/01970661/filing-history,ENG,2015,2016,20152016,4277396
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1992,1993,19921993,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1993,1994,19931994,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1994,1995,19941995,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1995,1996,19951996,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1996,1997,19961997,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1997,1998,19971998,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1998,1999,19981999,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,1999,2000,19992000,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2000,2001,20002001,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2001,2002,20012002,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2002,2003,20022003,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2003,2004,20032004,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2004,2005,20042005,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2005,2006,20052006,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2006,2007,20062007,3856543
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2007,2008,20072008,6689838
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2008,2009,20082009,7281146
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2009,2010,20092010,8707063
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2010,2011,20102011,8262357
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2011,2012,20112012,6956188
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2012,2013,20122013,7697389
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2013,2014,20132014,8671264
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2014,2015,20142015,NA
Barnsley,https://beta.companieshouse.gov.uk/company/04573250/filing-history,ENG,2015,2016,20152016,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1992,1993,19921993,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1993,1994,19931994,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1994,1995,19941995,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1995,1996,19951996,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1996,1997,19961997,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1997,1998,19971998,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1998,1999,19981999,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,1999,2000,19992000,NA
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2000,2001,20002001,3701280
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2001,2002,20012002,6043479
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2002,2003,20022003,8390416
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2003,2004,20032004,9781123
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2004,2005,20042005,10569727
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2005,2006,20052006,8087739
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2006,2007,20062007,9616754
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2007,2008,20072008,13098240
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2008,2009,20082009,13304e3
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2009,2010,20092010,1675e4
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2010,2011,20102011,15262e3
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2011,2012,20112012,20824e3
Cardiff,https://beta.companieshouse.gov.uk/company/04044254/filing-history,ENG,2012,2013,20122013,32776e3
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2013,2014,20132014,53158e3
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2014,2015,20142015,41566e3
Cardiff,https://beta.companieshouse.gov.uk/company/00109065/filing-history,ENG,2015,2016,20152016,33532e3
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1992,1993,19921993,2681192
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1993,1994,19931994,2711163
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1994,1995,19941995,3392598
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1995,1996,19951996,3235798
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1996,1997,19961997,3276400
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1997,1998,19971998,3411407
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1998,1999,19981999,3543027
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,1999,2000,19992000,2944868
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2000,2001,20002001,2722640
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2001,2002,20012002,2892162
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2002,2003,20022003,2736242
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2003,2004,20032004,2708109
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2004,2005,20042005,2532323
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2005,2006,20052006,2301317
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2006,2007,20062007,3335998
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2007,2008,20072008,3898607
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2008,2009,20082009,3932026
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2009,2010,20092010,4296417
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2010,2011,20102011,NA
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2011,2012,20112012,NA
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2012,2013,20122013,NA
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2013,2014,20132014,NA
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2014,2015,20142015,NA
Swindon,https://beta.companieshouse.gov.uk/company/00053100/filing-history,ENG,2015,2016,20152016,NA
