club,coHo,league,seasonStart,seasonEnd,season,wages
Aston Villa,https://beta.companieshouse.gov.uk/company/03375789/filing-history,ENG,2013,2014,20132014,69250076
Aston Villa,https://beta.companieshouse.gov.uk/company/03375789/filing-history,ENG,2014,2015,20142015,83521152
Aston Villa,https://beta.companieshouse.gov.uk/company/02502822/filing-history,ENG,2015,2016,20152016,92714847
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1992,1993,19921993,5167709
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1993,1994,19931994,6034733
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1994,1995,19941995,9211995
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1995,1996,19951996,10843501
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1996,1997,19961997,14336629
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1997,1998,19971998,19034682
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1998,1999,19981999,22465256
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,1999,2000,19992000,22112518
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2000,2001,20002001,25423503
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2001,2002,20012002,29734141
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2002,2003,20022003,35511819
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2003,2004,20032004,31308351
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2004,2005,20042005,31311459
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2005,2006,20052006,33373023
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2006,2007,20062007,36712e3
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2007,2008,20072008,39661e3
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2008,2009,20082009,46143150
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2009,2010,20092010,47381797
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2010,2011,20102011,49869577
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2011,2012,20112012,49975580
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2012,2013,20122013,36617904
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2013,2014,20132014,34485623
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2014,2015,20142015,30068101
Blackburn,https://beta.companieshouse.gov.uk/company/00053482/filing-history,ENG,2015,2016,20152016,25307348
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1992,1993,19921993,5252740
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1993,1994,19931994,6339933
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1994,1995,19941995,7578543
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1995,1996,19951996,10070798
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1996,1997,19961997,11479e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1997,1998,19971998,15209e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1998,1999,19981999,1741e4
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,1999,2000,19992000,26425e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,2000,2001,20002001,41349e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,2001,2002,20012002,51887e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,2002,2003,20022003,55525e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,2003,2004,20032004,37084e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,2004,2005,20042005,17535e3
Leeds,https://beta.companieshouse.gov.uk/company/00170600/filing-history,ENG,2005,2006,20052006,15726e3
Leeds,NA,ENG,2006,2007,20062007,NA
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2007,2008,20072008,12746e3
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2008,2009,20082009,12281e3
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2009,2010,20092010,13721e3
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2010,2011,20102011,16508e3
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2011,2012,20112012,17828e3
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2012,2013,20122013,20004401
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2013,2014,20132014,22370106
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2014,2015,20142015,19847739
Leeds,https://beta.companieshouse.gov.uk/company/06233875/filing-history,ENG,2015,2016,20152016,18130316
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1992,1993,19921993,2821e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1993,1994,19931994,2744e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1994,1995,19941995,5653e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1995,1996,19951996,6488e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1996,1997,19961997,11332e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1997,1998,19971998,11415e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1998,1999,19981999,17048e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,1999,2000,19992000,20056e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2000,2001,20002001,30333e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2001,2002,20012002,28788e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2002,2003,20022003,28804e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2003,2004,20032004,2838e4
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2004,2005,20042005,31269818
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2005,2006,20052006,3827e4
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2006,2007,20062007,34761e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2007,2008,20072008,34052e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2008,2009,20082009,31203e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2009,2010,20092010,40938e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2010,2011,20102011,40938e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2011,2012,20112012,21541e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2012,2013,20122013,20745e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2013,2014,20132014,16285e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2014,2015,20142015,20481e3
Middlesbrough,https://beta.companieshouse.gov.uk/company/01947851/filing-history,ENG,2015,2016,20152016,32386e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1992,1993,19921993,2234230
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1993,1994,19931994,2968365
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1994,1995,19941995,2991e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1995,1996,19951996,4112e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1996,1997,19961997,5176e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1997,1998,19971998,7466e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1998,1999,19981999,8949e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,1999,2000,19992000,16821429
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2000,2001,20002001,20759e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2001,2002,20012002,23002e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2002,2003,20022003,30521e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2003,2004,20032004,15048e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2004,2005,20042005,1453e4
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2005,2006,20052006,15552e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2006,2007,20062007,23601e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2007,2008,20072008,36865e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2008,2009,20082009,49525e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2009,2010,20092010,53687e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2010,2011,20102011,60882e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2011,2012,20112012,63784e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2012,2013,20122013,56776e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2013,2014,20132014,68055e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2014,2015,20142015,75158e3
Sunderland,https://beta.companieshouse.gov.uk/company/00049116/filing-history,ENG,2015,2016,20152016,83808e3
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1992,1993,19921993,1168758
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1993,1994,19931994,1004094
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1994,1995,19941995,1123165
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1995,1996,19951996,1192490
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1996,1997,19961997,1527373
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1997,1998,19971998,5140078
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1998,1999,19981999,7569299
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,1999,2000,19992000,10917166
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2000,2001,20002001,19308147
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2001,2002,20012002,30746046
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2002,2003,20022003,36058383
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2003,2004,20032004,30268008
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2004,2005,20042005,33135540
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2005,2006,20052006,30102499
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2006,2007,20062007,35168872
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2007,2008,20072008,39344213
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2008,2009,20082009,46232420
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2009,2010,20092010,49284954
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2010,2011,20102011,57671590
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2011,2012,20112012,62256869
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2012,2013,20122013,66500460
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2013,2014,20132014,68519237
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2014,2015,20142015,37068e3
Fulham,https://beta.companieshouse.gov.uk/company/02114486/filing-history,ENG,2015,2016,20152016,36132e3
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1992,1993,19921993,NA
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1993,1994,19931994,1832796
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1994,1995,19941995,2682196
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1995,1996,19951996,3312326
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1996,1997,19961997,6159414
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1997,1998,19971998,8953766
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1998,1999,19981999,9732791
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,1999,2000,19992000,8987904
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2000,2001,20002001,11040044
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2001,2002,20012002,18215528
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2002,2003,20022003,23943841
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2003,2004,20032004,22877775
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2004,2005,20042005,24878111
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2005,2006,20052006,27933121
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2006,2007,20062007,29964172
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2007,2008,20072008,38305956
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2008,2009,20082009,40164905
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2009,2010,20092010,45198543
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2010,2011,20102011,54694713
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2011,2012,20112012,53738939
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2012,2013,20122013,36518162
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2013,2014,20132014,27551318
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2014,2015,20142015,26516847
Bolton,https://beta.companieshouse.gov.uk/company/00043026/filing-history,ENG,2015,2016,20152016,NA
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1992,1993,19921993,NA
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1993,1994,19931994,3132157
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1994,1995,19941995,4420955
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1995,1996,19951996,5448623
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1996,1997,19961997,8914e3
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1997,1998,19971998,10195e3
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1998,1999,19981999,15818e3
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,1999,2000,19992000,19926e3
Leicester,https://beta.companieshouse.gov.uk/company/00157760/filing-history,ENG,2000,2001,20002001,21945e3
Leicester,NA,ENG,2001,2002,20012002,NA
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2002,2003,20022003,26628e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2003,2004,20032004,24109e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2004,2005,20042005,1703e4
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2005,2006,20052006,11619e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2006,2007,20062007,10711e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2007,2008,20072008,14539e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2008,2009,20082009,11188e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2009,2010,20092010,14478e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2010,2011,20102011,16577e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2011,2012,20112012,27718e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2012,2013,20122013,26814e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2013,2014,20132014,36342e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2014,2015,20142015,57438e3
Leicester,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2015,2016,20152016,80352e3
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1992,1993,19921993,NA
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1993,1994,19931994,NA
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1994,1995,19941995,NA
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1995,1996,19951996,NA
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1996,1997,19961997,1562573
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1997,1998,19971998,4043316
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1998,1999,19981999,4508839
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,1999,2000,19992000,6206108
WBA,https://beta.companieshouse.gov.uk/company/03295063/filing-history,ENG,2000,2001,20002001,5571363
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2001,2002,20012002,7601642
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2002,2003,20022003,11374860
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2003,2004,20032004,12018182
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2004,2005,20042005,20011336
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2005,2006,20052006,20360994
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2006,2007,20062007,17463e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2007,2008,20072008,21759e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2008,2009,20082009,30709e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2009,2010,20092010,22572e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2010,2011,20102011,44361e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2011,2012,20112012,50493e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2012,2013,20122013,53977e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2013,2014,20132014,6547e4
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2014,2015,20142015,69802e3
WBA,https://beta.companieshouse.gov.uk/company/04593477/filing-history,ENG,2015,2016,20152016,73743e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1992,1993,19921993,NA
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1993,1994,19931994,2159088
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1994,1995,19941995,2827690
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1995,1996,19951996,2523253
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1996,1997,19961997,4853398
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1997,1998,19971998,6253820
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1998,1999,19981999,3721517
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,1999,2000,19992000,4277233
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2000,2001,20002001,4713289
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2001,2002,20012002,5370937
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2002,2003,20022003,5596e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2003,2004,20032004,4975e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2004,2005,20042005,5176e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2005,2006,20052006,6725e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2006,2007,20062007,6987e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2007,2008,20072008,11859e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2008,2009,20082009,29749e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2009,2010,20092010,44805e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2010,2011,20102011,47093e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2011,2012,20112012,53223e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2012,2013,20122013,6031e4
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2013,2014,20132014,60557e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2014,2015,20142015,66997e3
Stoke,https://beta.companieshouse.gov.uk/company/00099885/filing-history,ENG,2015,2016,20152016,82293e3
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1992,1993,19921993,NA
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1993,1994,19931994,NA
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1994,1995,19941995,NA
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1995,1996,19951996,4203366
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1996,1997,19961997,6945020
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1997,1998,19971998,8793449
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1998,1999,19981999,11502950
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,1999,2000,19992000,13894493
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2000,2001,20002001,16741200
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2001,2002,20012002,16480366
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2002,2003,20022003,11356558
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2003,2004,20032004,7859914
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2004,2005,20042005,5603230
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2005,2006,20052006,5877211
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2006,2007,20062007,8200277
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2007,2008,20072008,11082926
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2008,2009,20082009,10502957
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2009,2010,20092010,10314188
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2010,2011,20102011,10374688
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2011,2012,20112012,NA
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2012,2013,20122013,NA
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2013,2014,20132014,NA
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2014,2015,20142015,NA
Coventry,https://beta.companieshouse.gov.uk/company/03056875/filing-history,ENG,2015,2016,20152016,NA
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1992,1993,19921993,4702e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1993,1994,19931994,5427e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1994,1995,19941995,566e4
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1995,1996,19951996,6412e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1996,1997,19961997,7571e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1997,1998,19971998,11842e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1998,1999,19981999,13539e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,1999,2000,19992000,14375e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2000,2001,20002001,13416e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2001,2002,20012002,11411e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2002,2003,20022003,14919e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2003,2004,20032004,11037e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2004,2005,20042005,10522e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2005,2006,20052006,11373e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2006,2007,20062007,6297e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2007,2008,20072008,7169e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/00062478/filing-history,ENG,2008,2009,20082009,818e4
Sheff Weds,https://beta.companieshouse.gov.uk/company/02509978/filing-history,ENG,2009,2010,20092010,9616e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/02509978/filing-history,ENG,2010,2011,20102011,9122e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/02509978/filing-history,ENG,2011,2012,20112012,8268e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/02509978/filing-history,ENG,2012,2013,20122013,11887e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/02509978/filing-history,ENG,2013,2014,20132014,12505e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/02509978/filing-history,ENG,2014,2015,20142015,13405e3
Sheff Weds,https://beta.companieshouse.gov.uk/company/02509978/filing-history,ENG,2015,2016,20152016,19295e3
Wimbledon,NA,ENG,1992,1993,19921993,NA
Wimbledon,NA,ENG,1993,1994,19931994,NA
Wimbledon,NA,ENG,1994,1995,19941995,NA
Wimbledon,NA,ENG,1995,1996,19951996,NA
